Model,Training Samples,Inference Time (s),MARE,MSE,R2,MARE_QoI_0,MSE_QoI_0,MARE_QoI_1,MSE_QoI_1,MARE_QoI_2,MSE_QoI_2,MARE_QoI_3,MSE_QoI_3,MARE_QoI_4,MSE_QoI_4,MARE_QoI_5,MSE_QoI_5,Training Time (s),Memory (gpu),Training Iterations,id
gp_L,1000,0.029590940475463866,0.0036145406002210585,2.7058641172951064e-05,0.9999285644456163,0.0016990968586598687,4.6903741302354845e-06,0.002643549582613515,1.3203544658625214e-05,0.0012815937699689574,3.2189898126979817e-06,0.005272682172148101,4.550321133419629e-05,0.0053356494535037515,4.673264392987878e-05,0.005454671764432158,4.9003083172072614e-05,220.15018105506897,83.00927734375,278,20
gp_M,1000,0.020505857467651368,0.0016078663657984038,5.72620782561347e-06,0.9999852443058541,0.000743849334037848,9.43750123486067e-07,0.0010984923931352795,2.910798482480093e-06,0.0006268939749707785,7.282127701702227e-07,0.0022522194546940994,8.818610300046622e-06,0.00234818624468515,9.583865214131119e-06,0.002577556793267266,1.1372010063366694e-05,258.6763219833374,207.36328125,1440,21
gp_S,1000,0.013261651992797852,0.0016427954106048514,6.042019628228509e-06,0.9999838788425454,0.0005817403892307488,5.685312233998646e-07,0.0010239455319354213,2.3613678087534672e-06,0.0006211996304958035,6.966589193310005e-07,0.0024141750767276847,9.823132378265643e-06,0.002583900966085246,1.1291657317388595e-05,0.0026318108691542053,1.1510770122232483e-05,229.5882568359375,68.68310546875,1366,22
NN_S,1000,0.0007247447967529297,0.001285507770792419,3.5659927283318926e-06,0.9999913752902828,0.00040818671569422003,2.920693285114181e-07,0.0008335498772719642,1.655982733750035e-06,0.0007807337081384537,1.343125181885793e-06,0.0017839427312156737,5.219101379879734e-06,0.001815590398974146,5.668001433331982e-06,0.0020910431934600573,7.217676312632396e-06,1.536466360092163,17.259765625,3905,23
NN_M,1000,0.0005922317504882812,0.0010944679511437623,2.6943388628133786e-06,0.9999929467861427,0.00041913412707539875,3.1108078068727547e-07,0.0007210625604970616,1.4605745854228476e-06,0.0004550205080469915,3.744522911472933e-07,0.0015782175182699146,4.202765645138867e-06,0.0015888027017096817,4.327025583210886e-06,0.0018045702912635245,5.4901342912731e-06,1.7989273071289062,17.28125,4059,24
NN_L,1000,0.0006673812866210937,0.0009054911722722409,2.332869017048414e-06,0.9999938545002653,0.0003218379620580205,1.8728655976439934e-07,0.00039692067002720303,3.4664019739373655e-07,0.0003022904860312361,2.4470243048806805e-07,0.0013667158952201885,3.6688030332723887e-06,0.0014545557251207644,4.470790844619182e-06,0.0015906262951760324,5.078991036752712e-06,1.7561180591583252,17.46484375,3093,25
PCE_2,200,6.893049669265747,0.0018250829388697255,6.856569384549545e-06,0.9999829943498232,0.00038176367090828804,2.3716762139791495e-07,0.0012854526522319545,2.97366474616424e-06,0.0014506516533999718,3.6551760978596374e-06,0.0024533747335573845,1.0055991169444869e-05,0.0025516892322281367,1.090299879116254e-05,0.002827565690892616,1.3314417881268068e-05,0.9336459636688232,0.0,-1,26
PCE_3,200,9.738967752456665,0.002866043535572172,1.770864586907971e-05,0.9999540561718868,0.0014453477666752101,3.850299793986367e-06,0.0020410147681202938,9.50053938901821e-06,0.0012138164548113487,2.591701537695177e-06,0.004005708013357706,2.772286681644765e-05,0.004155335197955601,2.9870314050089797e-05,0.0043350390125128715,3.271615362724105e-05,1.5276226997375488,0.0,-1,27
PCE_5,200,54.83469820022583,0.0033328945365695205,2.408324509868433e-05,0.9999358243261325,0.0017616519182441707,5.868460312282004e-06,0.0024540621837417513,1.3836664741368898e-05,0.001192235673086419,2.5736205339909774e-06,0.0047245707588611545,3.849408636877101e-05,0.004877593802228991,4.092497947308921e-05,0.004987252883254634,4.280165916260385e-05,53.221675634384155,0.0,-1,28
gp_L,200,0.029375123977661132,0.007035526271786347,0.00010007280491338676,0.9997255574005434,0.003149142194302978,1.5715698047167623e-05,0.00508808069269315,4.4809198040961706e-05,0.002451507109641994,1.0383758623158708e-05,0.010484326301381247,0.00017551547513959044,0.010502724198606981,0.00017613319768321984,0.010537377134091728,0.00017787950194622225,16.045539140701294,22.82373046875,325,29
gp_M,200,0.020172309875488282,0.007153713545999431,0.00010358463994853038,0.9997178771651755,0.003176666532907865,1.594047763304696e-05,0.005297235210523973,4.924216931298647e-05,0.0024825154774563247,1.0630252304905538e-05,0.010742551576975432,0.00018581969348661713,0.010593324659881099,0.00017903794834458073,0.010629987818251897,0.00018083729860904544,9.279881954193115,28.501953125,339,30
gp_S,200,0.012959480285644531,0.007733784110192365,0.00012374421257297597,0.9996565172277577,0.003351236497725087,1.7839266670033257e-05,0.005687628713790119,5.546329889478496e-05,0.0019427406885112067,6.5360998269861e-06,0.01176719820670597,0.00021925108283839476,0.011736939737829511,0.00021787816542590045,0.011916960816592286,0.0002254973617817562,8.634994506835938,38.78515625,405,31
NN_S,200,0.0007112026214599609,0.002009341377843762,8.230073689066514e-06,0.9999780625786007,0.0009870434106321372,1.6653853173974088e-06,0.0016719136809984294,5.117813255069193e-06,0.0007366008199711749,1.0600080707810818e-06,0.0030375279473519685,1.5583971638290066e-05,0.0026917410780845892,1.1807099409155348e-05,0.0029312213300242704,1.4146164443705985e-05,1.0168285369873047,17.259765625,2413,32
NN_M,200,0.0005634784698486328,0.0018458817752484461,7.0598778611113645e-06,0.9999821024076119,0.0009442167982155787,1.5018571860195583e-06,0.0016005937625672103,5.33237887009106e-06,0.0006323306070949025,7.924305875502829e-07,0.0025480508871819495,1.0896841854461583e-05,0.0025674208718475078,1.0879952414818004e-05,0.002782677724583529,1.2955806253727695e-05,0.9328505992889404,17.28125,2055,33
NN_L,200,0.0006132125854492188,0.0018615328089624228,7.847216839005578e-06,0.9999792027401395,0.0010063238860295329,1.7624276258862328e-06,0.0012185343215783168,2.754831719658298e-06,0.00043971404643313757,3.8231324929361806e-07,0.0027667379532290847,1.3347484120914672e-05,0.0027792856731089586,1.351727900241883e-05,0.0029586009733955066,1.5318965315861816e-05,1.1382076740264893,17.46484375,1927,34
PCE_3,1000,9.875460720062256,0.001044592838684432,2.813312908039531e-06,0.9999920402929712,3.892597912884096e-05,2.514570669060908e-09,0.0002344927613688982,1.3177950156948748e-07,0.0006181952229441231,6.613361430664889e-07,0.001616110267428806,4.317041704210028e-06,0.001748838327954347,5.057716671665474e-06,0.002010994473281577,6.7094888570566475e-06,7.001512765884399,0.0,-1,35
