dVmax,ADP90,ADP50,Vreps,tdV
3.48188,253,234,-87.4542,5.96955
4.59973,256,242,-87.2797,5.92955
4.83245,221,200,-87.9144,5.91955
4.15754,215,203,-87.3315,5.94955
4.56493,227,211,-87.3088,5.92955
3.40394,160,140,-88.1035,5.97955
3.01619,248,235,-87.1769,5.98955
4.31682,242,229,-87.1015,5.93955
4.55963,272,248,-87.9251,5.92955
3.56065,180,166,-87.3913,5.96955
2.53576,261,247,-87.3845,5.99955
3.94317,180,162,-87.71,5.94955
4.50259,237,216,-88.0837,5.93955
2.62034,213,193,-87.5299,5.99955
4.69523,193,177,-87.548,5.91955
4.53216,226,204,-87.5048,5.91955
4.21094,264,243,-88.0924,5.94955
2.58791,241,220,-88.1207,5.99955
2.51766,194,175,-87.5347,5.99955
4.97909,210,197,-87.3153,5.91955
3.94549,270,258,-87.0324,5.94955
2.82318,231,216,-87.3816,5.99955
4.67388,272,256,-87.0926,5.91955
4.83177,223,204,-87.7782,5.91955
4.03681,251,236,-87.3547,5.94955
2.52684,212,186,-87.8386,5.99955
2.5052,166,150,-87.6087,5.99955
4.64963,217,205,-87.3273,5.92955
3.07606,259,237,-87.5614,5.98955
3.06281,266,252,-87.2406,5.98955
4.70124,181,167,-87.4192,5.92955
5.02325,197,175,-87.8901,5.90955
3.1693,217,200,-87.4781,5.97955
4.52567,174,162,-87.3902,5.93955
4.52441,259,246,-87.2909,5.92955
4.02545,224,205,-88.1642,5.94955
3.86119,236,221,-87.1932,5.94955
3.8062,258,239,-87.5981,5.95955
4.12518,241,221,-87.5428,5.93955
4.92635,229,216,-87.2853,5.91955
4.94463,159,143,-87.607,5.91955
4.79717,263,243,-87.9473,5.91955
4.80784,206,195,-87.2781,5.92955
4.46608,202,182,-87.879,5.92955
4.10784,223,207,-87.8355,5.94955
3.87982,221,207,-87.7599,5.95955
3.63699,213,193,-88.0943,5.96955
2.50242,229,206,-87.7774,5.99955
4.91196,202,189,-87.4271,5.91955
3.10359,199,173,-87.826,5.98955
2.80876,239,216,-87.5998,5.99955
4.833,198,186,-87.2822,5.91955
2.68571,193,173,-87.946,5.99955
4.07833,169,156,-87.2244,5.94955
4.86591,236,218,-87.4449,5.91955
3.51849,257,241,-87.6785,5.96955
3.1183,251,234,-87.3507,5.97955
4.56103,269,248,-87.8438,5.92955
4.16529,158,138,-87.7955,5.93955
3.31607,240,224,-87.211,5.96955
4.01042,184,169,-87.4934,5.94955
3.97903,196,181,-87.5238,5.94955
4.80344,164,149,-87.5466,5.91955
4.62437,241,217,-87.9861,5.92955
4.66754,187,170,-87.5578,5.92955
4.34465,210,193,-87.5771,5.93955
4.18595,281,261,-87.4911,5.93955
3.99661,159,146,-87.3435,5.94955
2.7116,197,183,-87.3832,5.99955
2.94096,179,166,-87.3133,5.99955
4.50782,255,233,-87.5418,5.91955
2.77683,181,167,-87.6104,5.99955
3.08545,233,220,-87.3365,5.98955
4.21776,259,243,-87.2653,5.93955
2.75675,190,173,-87.541,5.99955
4.48172,243,228,-87.2388,5.92955
4.58205,254,232,-87.5202,5.91955
3.66142,192,180,-87.1836,5.96955
4.98598,230,210,-87.8885,5.91955
3.12669,284,262,-87.4977,5.97955
4.606,216,202,-87.3753,5.92955
3.29357,207,193,-87.2905,5.97955
4.9542,242,223,-87.8657,5.91955
2.6486,242,223,-87.4247,5.99955
4.47954,289,270,-87.5127,5.92955
4.78955,225,205,-87.9951,5.91955
3.49306,256,235,-87.9779,5.96955
4.84574,237,221,-87.6659,5.91955
3.35885,277,264,-87.1941,5.97955
2.98467,246,232,-87.2986,5.99955
4.948,182,164,-87.7916,5.91955
2.99513,231,213,-87.7845,5.98955
4.93812,263,247,-87.3698,5.90955
4.4159,206,190,-87.6954,5.92955
3.13891,185,173,-87.5037,5.98955
3.80073,236,216,-87.8015,5.95955
3.793,250,234,-87.3035,5.95955
3.76246,160,145,-87.3992,5.95955
2.55987,287,268,-87.303,5.99955
2.45265,176,160,-87.6237,5.99955
3.73014,228,213,-87.6126,5.95955
2.6802,190,170,-87.7038,5.99955
3.18856,217,203,-87.618,5.98955
4.06446,206,189,-87.7671,5.94955
4.32666,185,171,-87.3263,5.93955
4.6169,248,230,-87.4159,5.91955
3.81826,196,180,-87.2313,5.94955
4.83525,230,219,-87.2952,5.91955
4.79353,226,213,-87.2102,5.91955
4.63184,250,235,-87.3783,5.91955
4.81606,227,210,-87.6187,5.91955
4.92886,205,193,-87.2068,5.91955
3.355,189,176,-87.4075,5.97955
2.80118,166,153,-87.1387,5.99955
4.53321,211,197,-87.1588,5.92955
3.87162,265,242,-87.4508,5.94955
4.56455,230,218,-87.2246,5.92955
3.93757,228,212,-87.9748,5.95955
3.02204,252,231,-87.9356,5.99955
4.52544,262,244,-87.6418,5.92955
4.95801,270,254,-87.242,5.90955
3.20941,258,243,-87.3027,5.97955
4.24244,144,129,-87.6617,5.93955
3.94609,197,180,-87.4017,5.94955
4.54244,197,182,-87.5888,5.92955
4.41528,263,240,-87.7107,5.92955
4.12939,216,205,-87.308,5.94955
3.56067,254,239,-87.432,5.96955
3.5755,199,184,-87.6751,5.96955
3.79236,225,210,-87.6457,5.95955
4.01049,182,169,-87.4531,5.94955
4.03158,213,200,-87.27,5.94955
4.59306,232,214,-87.6146,5.92955
4.26443,220,199,-87.7585,5.93955
4.974,245,223,-87.5303,5.90955
3.04568,247,233,-87.6118,5.99955
4.37616,243,223,-87.9789,5.93955
4.63928,233,216,-87.7478,5.92955
3.93998,232,220,-87.3864,5.95955
3.33198,198,181,-87.5911,5.97955
3.00587,254,239,-87.6266,5.99955
4.94496,257,243,-87.2992,5.91955
2.91015,256,237,-87.7566,5.99955
4.83904,177,165,-87.1477,5.91955
2.58579,177,164,-87.5471,5.99955
4.56319,269,247,-87.4288,5.91955
3.26038,248,231,-87.5098,5.97955
4.48064,258,243,-87.588,5.92955
3.90196,245,227,-87.5989,5.94955
2.91708,201,186,-87.5309,5.99955
3.38883,249,228,-87.5065,5.96955
4.5339,306,285,-87.3568,5.91955
4.8665,269,248,-87.4683,5.90955
4.54422,182,164,-87.8247,5.92955
4.87224,190,179,-87.4233,5.92955
3.57864,231,218,-87.24,5.96955
2.69733,177,161,-87.7587,5.99955
3.22489,222,211,-87.3083,5.98955
4.88099,228,216,-87.1207,5.91955
3.73625,169,156,-87.6042,5.96955
2.53774,259,244,-87.7251,5.99955
3.92032,215,200,-87.0858,5.94955
3.46784,263,249,-87.0779,5.96955
4.79263,243,231,-87.2744,5.91955
4.04566,251,236,-87.2971,5.94955
3.0198,258,242,-87.8549,5.99955
2.99124,181,166,-87.5026,5.99955
4.72175,161,148,-87.2698,5.92955
4.52336,211,188,-88.0301,5.92955
4.61558,202,185,-87.3001,5.91955
4.76728,230,212,-87.744,5.91955
2.45806,233,218,-87.2824,5.99955
3.46289,169,152,-87.649,5.96955
4.06784,262,245,-87.7452,5.94955
3.32093,233,220,-87.3976,5.97955
3.73612,243,229,-87.2671,5.95955
4.68687,175,162,-87.4396,5.92955
3.27747,162,145,-87.7757,5.97955
2.92617,214,202,-87.2504,5.99955
4.0119,246,233,-87.2941,5.94955
3.15118,250,234,-87.3827,5.97955
2.83501,173,160,-87.2538,5.99955
4.00946,169,155,-87.7014,5.94955
3.99908,221,206,-87.3723,5.94955
4.19714,235,223,-87.135,5.93955
5.01049,233,220,-87.378,5.91955
3.40872,276,256,-87.4252,5.96955
4.52691,258,243,-87.1622,5.91955
2.8707,248,229,-87.6391,5.99955
3.8245,232,217,-87.3913,5.95955
3.3226,253,238,-87.3669,5.97955
2.76011,144,132,-87.4155,5.99955
3.08621,191,174,-87.458,5.98955
2.66485,232,213,-87.6527,5.99955
3.04919,225,202,-87.7583,5.98955
3.19128,220,208,-87.2984,5.98955
3.79512,218,206,-87.2142,5.95955
2.63446,166,151,-87.248,5.99955
3.96749,167,155,-87.2987,5.95955
4.09933,261,245,-87.548,5.93955
4.45681,233,214,-87.9394,5.93955
3.18908,205,186,-88.1349,5.98955
4.88861,199,183,-87.8178,5.91955
4.46854,216,203,-87.5403,5.93955
4.74049,218,206,-87.3992,5.92955
2.9208,258,245,-87.3515,5.99955
2.81109,159,146,-87.5225,5.99955
3.74017,186,174,-87.1752,5.95955
3.49889,236,220,-87.3332,5.96955
4.82062,240,227,-87.2762,5.91955
3.51074,254,239,-87.4118,5.96955
3.09975,237,220,-87.6268,5.98955
2.94389,215,201,-87.2862,5.99955
2.48885,251,237,-87.3128,5.99955
3.58959,238,224,-87.2599,5.96955
3.88527,254,235,-87.6008,5.94955
2.66678,222,206,-87.595,5.99955
2.84762,153,139,-87.3391,5.99955
4.68082,205,192,-87.4368,5.92955
4.88345,187,170,-87.4306,5.90955
4.65638,222,209,-87.2293,5.91955
3.74991,197,177,-87.6234,5.95955
2.89898,265,242,-88.0278,5.99955
4.982,221,209,-87.4092,5.91955
4.99713,230,219,-87.282,5.91955
4.83364,261,246,-87.4462,5.91955
4.66495,249,228,-88.1683,5.92955
3.75649,245,229,-87.3965,5.95955
3.20319,205,183,-88.1482,5.98955
2.45526,237,223,-87.1804,5.99955
4.4568,245,226,-87.6769,5.92955
4.35827,192,178,-87.3157,5.93955
3.43499,185,171,-87.2701,5.96955
4.37929,232,219,-87.4772,5.93955
3.88449,199,179,-87.81,5.95955
5.03262,250,232,-87.5441,5.90955
3.90282,160,147,-87.489,5.95955
3.19672,195,182,-87.2788,5.98955
2.55337,168,155,-87.4581,5.99955
3.81233,175,163,-87.2078,5.95955
4.23939,211,196,-87.385,5.93955
4.15004,220,197,-87.8128,5.93955
3.59738,190,172,-87.8828,5.96955
4.34979,201,189,-87.399,5.93955
4.11723,240,224,-87.9786,5.94955
2.93634,206,189,-87.4819,5.99955
4.63062,214,198,-87.4443,5.92955
3.67915,250,237,-87.1025,5.95955
4.90371,263,244,-87.4311,5.90955
4.42768,206,189,-87.7035,5.92955
5.01849,231,212,-87.4154,5.90955
3.86555,201,188,-87.2612,5.95955
3.58705,246,230,-87.3825,5.96955
4.84045,219,208,-87.3488,5.92955
5.11638,228,207,-88.0056,5.90955
4.64512,260,242,-87.6624,5.92955
4.74051,194,171,-87.8024,5.91955
3.0698,197,180,-87.8696,5.99955
4.62721,252,228,-87.787,5.91955
3.2454,192,177,-87.1538,5.97955
3.25229,196,177,-88.0264,5.98955
3.23068,200,187,-87.2875,5.98955
4.67548,277,256,-87.4737,5.91955
3.79859,190,168,-88.0658,5.95955
3.21074,238,219,-88.2161,5.98955
4.81909,259,246,-87.1843,5.91955
2.53884,198,183,-87.6741,5.99955
2.66925,187,174,-87.2715,5.99955
4.87813,264,250,-87.1378,5.91955
4.0014,150,132,-87.7384,5.94955
4.60345,199,186,-87.3289,5.92955
4.85233,190,173,-87.3066,5.91955
4.45702,197,184,-87.1324,5.92955
3.14434,194,179,-87.5001,5.98955
